Entry ID,Accuracy
statistics/2-117,1.0
statistics/1-84,0.5
statistics/1-120,1.0
statistics/2-68,1.0
statistics/2-128,0.16666666666666666
statistics/1-77,0.0
statistics/1-83,0.6666666666666666
statistics/1-118,0.0
statistics/1-48,1.0
statistics/1-111,0.0
statistics/1-41,0.0
statistics/2-126,1.0
statistics/2-66,0.0
statistics/2-119,0.0
statistics/2-121,1.0
statistics/1-46,0.5
statistics/1-116,0.0
statistics/1-79,1.0
statistics/1-12,1.0
statistics/1-15,0.0
statistics/2-32,0.25
statistics/1-23,0.0
statistics/1-24,0.0
statistics/1-47,0.0
statistics/1-117,0.0
statistics/2-120,0.0
statistics/1-78,1.0
statistics/2-127,0.6666666666666666
statistics/2-67,0.0
statistics/1-110,0.3333333333333333
statistics/1-40,0.0
statistics/2-118,0.8
statistics/1-82,0.0
statistics/1-76,0.0
statistics/1-119,1.0
statistics/1-49,0.5
statistics/1-121,0.0
statistics/2-116,1.0
statistics/1-85,0.5
statistics/2-69,0.0
statistics/2-129,0.6666666666666666
statistics/1-25,0.0
statistics/1-22,0.25
statistics/1-14,0.0
statistics/1-13,1.0
statistics/1-1,1.0
statistics/1-6,0.0
statistics/1-8,0.5
statistics/1-9,1.0
statistics/1-7,1.0
statistics/1-31,0.0
statistics/2-1,0.0
statistics/2-156,0.0
statistics/2-16,1.0
statistics/2-29,0.5
statistics/2-11,0.4
statistics/2-151,0.0
statistics/2-6,1.0
statistics/1-36,0.5
statistics/1-159,1.0
statistics/2-167,0.0
statistics/2-27,0.0
statistics/1-150,0.0
statistics/2-18,1.0
statistics/2-158,0.0
statistics/1-157,1.0
statistics/2-20,0.0
statistics/2-160,1.0
statistics/2-8,0.6666666666666666
statistics/1-38,0.6666666666666666
statistics/1-53,1.0
statistics/2-80,0.0
statistics/2-74,0.0
statistics/2-134,1.0
statistics/2-133,1.0
statistics/2-73,0.0
statistics/1-54,1.0
statistics/1-91,1.0
statistics/2-21,0.0
statistics/2-161,0.0
statistics/1-156,0.0
statistics/1-39,1.0
statistics/2-9,1.0
statistics/1-151,1.0
statistics/2-166,0.75
statistics/2-26,0.0
statistics/2-19,0.0
statistics/2-159,0.0
statistics/1-37,0.0
statistics/2-7,1.0
statistics/2-10,1.0
statistics/2-150,0.0
statistics/1-158,0.5
statistics/2-157,0.0
statistics/2-17,1.0
statistics/1-30,0.0
statistics/2-28,0.0
statistics/2-168,0.5
statistics/1-90,1.0
statistics/1-55,0.0
statistics/2-132,0.4
statistics/2-72,0.0
statistics/2-75,0.5
statistics/2-135,1.0
statistics/1-52,0.8
statistics/2-81,0.0
statistics/1-29,0.0
statistics/1-16,0.0
statistics/2-31,0.0
statistics/2-149,0.25
statistics/1-11,1.0
statistics/1-18,1.0
statistics/1-148,0.0
statistics/1-27,0.0
statistics/1-20,1.0
statistics/1-74,0.5
statistics/1-124,1.0
statistics/1-80,1.0
statistics/1-87,0.5
statistics/1-123,1.0
statistics/1-73,0.2
statistics/2-122,0.0
statistics/1-45,1.0
statistics/1-115,0.6666666666666666
statistics/1-112,0.0
statistics/1-42,0.5
statistics/2-125,0.6666666666666666
statistics/2-65,0.5
statistics/1-89,0.0
statistics/1-21,1.0
statistics/1-19,1.0
statistics/1-149,0.0
statistics/1-26,1.0
statistics/1-10,0.5
statistics/1-28,0.0
statistics/2-30,0.6
statistics/1-17,0.25
statistics/2-124,0.5
statistics/2-64,0.5
statistics/1-113,0.0
statistics/1-43,0.5
statistics/1-88,1.0
statistics/1-44,0.0
statistics/1-114,1.0
statistics/2-63,0.3333333333333333
statistics/2-123,1.0
statistics/1-122,0.5
statistics/1-86,0.5
statistics/1-81,0.6666666666666666
statistics/1-75,1.0
statistics/1-125,0.0
statistics/1-5,1.0
statistics/1-2,0.0
statistics/1-3,0.0
statistics/1-4,1.0
statistics/2-130,0.3333333333333333
statistics/2-70,0.5
statistics/1-107,0.0
statistics/1-50,0.75
statistics/2-83,0.0
statistics/2-77,0.5
statistics/1-109,0.0
statistics/1-92,0.0
statistics/2-79,1.0
statistics/2-12,0.3333333333333333
statistics/2-152,0.0
statistics/1-35,1.0
statistics/2-5,0.5
statistics/2-2,0.0
statistics/1-32,1.0
statistics/2-155,0.0
statistics/2-15,1.0
statistics/1-154,1.0
statistics/2-23,0.75
statistics/2-163,1.0
statistics/2-164,1.0
statistics/2-24,0.0
statistics/1-153,0.0
statistics/2-78,0.0
statistics/1-108,1.0
statistics/2-76,0.0
statistics/1-51,0.5
statistics/2-82,0.0
statistics/1-106,1.0
statistics/2-131,0.0
statistics/2-71,0.6666666666666666
statistics/1-152,1.0
statistics/2-165,0.3333333333333333
statistics/2-25,0.0
statistics/2-22,1.0
statistics/2-162,0.5
statistics/1-155,0.5
statistics/2-154,0.5
statistics/2-14,0.0
statistics/1-33,1.0
statistics/2-3,0.0
statistics/2-4,0.5
statistics/1-34,0.0
statistics/2-13,0.0
statistics/2-153,0.0
Statistical Mechanics/21-1,0.0
Statistical Mechanics/18-3,1.0
Statistical Mechanics/18-4,0.125
Statistical Mechanics/14-1,0.0
Statistical Mechanics/16-5,0.0
Statistical Mechanics/16-2,1.0
Statistical Mechanics/18-2,0.42857142857142855
Statistical Mechanics/16-3,0.0
Statistical Mechanics/16-4,1.0
Statistical Mechanics/20-4,0.16666666666666666
Statistical Mechanics/20-3,1.0
Statistical Mechanics/22-1,0.16666666666666666
Statistical Mechanics/20-2,0.0
Statistical Mechanics/20-5,0.0
Statistical Mechanics/17-1,0.0
Statistical Mechanics/15-5,1.0
Statistical Mechanics/15-2,0.5
Statistical Mechanics/15-3,0.6666666666666666
Statistical Mechanics/15-4,1.0
Statistical Mechanics/19-6,0.3333333333333333
Statistical Mechanics/19-1,0.5
Statistical Mechanics/21-3,0.5
Statistical Mechanics/21-4,0.0
Statistical Mechanics/21-5,0.6666666666666666
Statistical Mechanics/21-2,1.0
Statistical Mechanics/14-2,0.5
Statistical Mechanics/16-1,0.5
Statistical Mechanics/18-1,0.6666666666666666
Statistical Mechanics/22-3,0.6
Statistical Mechanics/22-2,0.0
Statistical Mechanics/20-6,0.3333333333333333
Statistical Mechanics/20-1,0.0
Statistical Mechanics/19-4,0.0
Statistical Mechanics/19-3,1.0
Statistical Mechanics/17-2,0.0
Statistical Mechanics/15-1,0.0
Statistical Mechanics/19-2,0.6666666666666666
Statistical Mechanics/19-5,0.0
Statistical Mechanics/17-4,0.0
Statistical Mechanics/17-3,0.0
