Entry ID,Accuracy
mechanics/3_4,0.5
mechanics/2_22,0.0
mechanics/1_9,1.0
mechanics/2_25,0.75
mechanics/3_3,0.0
mechanics/2_13,0.0
mechanics/1_7,0.0
mechanics/1_34,1.0
mechanics/1_33,0.0
mechanics/2_14,0.3333333333333333
mechanics/1_58,0.0
mechanics/1_67,0.6666666666666666
mechanics/1_93,1.0
mechanics/2_40,0.0
mechanics/2_47,1.0
mechanics/1_94,0.0
mechanics/1_60,0.0
mechanics/1_69,0.0
mechanics/1_56,0.6666666666666666
mechanics/2_49,0.8333333333333334
mechanics/1_51,0.0
mechanics/2_15,1.0
mechanics/1_1,0.5
mechanics/1_32,0.5
mechanics/1_6,0.0
mechanics/1_35,1.0
mechanics/2_12,0.0
mechanics/3_2,0.0
mechanics/2_24,0.0
mechanics/2_23,0.0
mechanics/3_5,1.0
mechanics/1_8,1.0
mechanics/2_48,0.0
mechanics/1_50,0.0
mechanics/1_68,0.0
mechanics/1_57,1.0
mechanics/1_61,0.0
mechanics/2_46,0.0
mechanics/1_95,0.0
mechanics/1_59,0.5
mechanics/1_92,0.0
mechanics/2_41,0.3333333333333333
mechanics/1_66,0.0
mechanics/3_15,0.0
mechanics/3_12,0.0
mechanics/3_24,0.5
mechanics/3_23,0.0
mechanics/3_48,0.0
mechanics/3_46,0.0
mechanics/3_41,0.0
mechanics/3_22,0.5
mechanics/3_25,0.0
mechanics/3_13,0.0
mechanics/3_14,1.0
mechanics/3_40,1.0
mechanics/3_47,0.0
mechanics/3_49,1.0
mechanics/2_9,0.0
mechanics/3_36,0.5
mechanics/3_31,0.25
mechanics/3_38,0.0
mechanics/2_7,1.0
mechanics/2_1,0.4
mechanics/3_39,0.25
mechanics/2_6,0.3333333333333333
mechanics/3_30,0.0
mechanics/2_8,1.0
mechanics/3_37,0.0
mechanics/1_44,1.0
mechanics/1_43,0.5
mechanics/1_88,0.5
mechanics/1_75,0.25
mechanics/1_81,1.0
mechanics/1_86,0.0
mechanics/1_72,0.5
mechanics/1_19,0.0
mechanics/1_26,0.0
mechanics/2_39,1.0
mechanics/1_21,0.0
mechanics/1_28,0.0
mechanics/1_17,0.0
mechanics/2_30,0.6666666666666666
mechanics/2_37,1.0
mechanics/1_10,1.0
mechanics/1_73,0.0
mechanics/1_87,0.0
mechanics/1_80,0.0
mechanics/1_74,0.0
mechanics/1_42,0.0
mechanics/1_89,1.0
mechanics/1_45,1.0
mechanics/1_11,0.0
mechanics/2_36,0.0
mechanics/1_29,1.0
mechanics/2_31,0.5
mechanics/1_16,1.0
mechanics/2_38,0.0
mechanics/1_20,0.0
mechanics/1_18,0.0
mechanics/1_27,0.0
mechanics/2_44,0.0
mechanics/1_97,1.0
mechanics/1_63,0.5
mechanics/1_64,1.0
mechanics/1_90,0.0
mechanics/2_43,0.0
mechanics/1_99,0.0
mechanics/1_52,0.0
mechanics/1_55,0.0
mechanics/2_26,0.0
mechanics/2_19,1.0
mechanics/3_7,0.0
mechanics/2_21,0.0
mechanics/1_39,0.0
mechanics/1_3,1.0
mechanics/1_30,0.5
mechanics/2_17,0.0
mechanics/2_28,0.0
mechanics/2_10,0.0
mechanics/1_4,0.5
mechanics/1_37,0.0
mechanics/3_9,1.0
mechanics/1_54,0.6666666666666666
mechanics/1_98,0.0
mechanics/1_53,0.3333333333333333
mechanics/1_91,0.0
mechanics/2_42,0.0
mechanics/1_65,1.0
mechanics/1_62,1.0
mechanics/2_45,0.0
mechanics/1_96,0.0
mechanics/1_5,0.0
mechanics/1_36,0.0
mechanics/2_11,1.0
mechanics/3_8,0.0
mechanics/2_16,0.6666666666666666
mechanics/1_2,1.0
mechanics/1_31,0.6666666666666666
mechanics/2_29,0.0
mechanics/2_20,0.25
mechanics/3_6,0.5
mechanics/1_38,1.0
mechanics/3_1,1.0
mechanics/2_27,0.25
mechanics/2_18,0.0
mechanics/3_42,1.0
mechanics/3_45,0.0
mechanics/3_11,0.5714285714285714
mechanics/3_16,0.0
mechanics/3_29,0.6666666666666666
mechanics/3_20,0.0
mechanics/3_27,0.0
mechanics/3_18,0
mechanics/3_44,0.0
mechanics/3_43,0.0
mechanics/3_26,1.0
mechanics/3_19,0.0
mechanics/3_21,0.5
mechanics/3_17,0.0
mechanics/3_28,0.0
mechanics/3_10,0.0
mechanics/3_32,1.0
mechanics/3_35,1.0
mechanics/2_3,0.3333333333333333
mechanics/2_4,0.0
mechanics/3_50,0.5
mechanics/2_5,0.0
mechanics/2_2,0.0
mechanics/3_34,0.0
mechanics/3_33,0.3333333333333333
mechanics/1_22,0.0
mechanics/1_25,0.5
mechanics/2_34,0.5
mechanics/1_13,0.3333333333333333
mechanics/1_14,0.0
mechanics/2_33,0.3333333333333333
mechanics/1_40,1.0
mechanics/1_47,0.25
mechanics/1_78,0.5
mechanics/1_85,0.0
mechanics/1_71,0.0
mechanics/1_76,0.75
mechanics/1_82,1.0
mechanics/1_49,1.0
mechanics/2_32,0.0
mechanics/1_15,0.0
mechanics/1_12,0.0
mechanics/2_35,0.0
mechanics/1_24,0.0
mechanics/1_23,0.0
mechanics/2_50,0.0
mechanics/1_83,0.0
mechanics/1_77,0.25
mechanics/1_100,0.0
mechanics/1_48,0.0
mechanics/1_70,0.0
mechanics/1_84,0.0
mechanics/1_46,0.3333333333333333
mechanics/1_79,0.0
mechanics/1_41,0.6666666666666666
Classical Mechanics/2-1,0.6666666666666666
Classical Mechanics/2-16,1.0
Classical Mechanics/2-11,0.0
Classical Mechanics/2-6,0.0
Classical Mechanics/2-18,0.5
Classical Mechanics/2-20,1.0
Classical Mechanics/2-8,0.5
Classical Mechanics/2-21,0.3333333333333333
Classical Mechanics/2-9,0.0
Classical Mechanics/2-19,0.0
Classical Mechanics/2-7,1.0
Classical Mechanics/2-10,1.0
Classical Mechanics/2-17,0.0
Classical Mechanics/2-12,0.0
Classical Mechanics/2-5,1.0
Classical Mechanics/2-2,0.0
Classical Mechanics/2-15,1.0
Classical Mechanics/2-14,0.0
Classical Mechanics/2-3,0.0
Classical Mechanics/2-4,1.0
Classical Mechanics/2-13,0.25
