Entry ID,Accuracy,Prompt Tokens,Completion Tokens,Total Tokens
mechanics/3_4,0,,,
mechanics/2_22,0,,,
mechanics/1_9,0,,,
mechanics/2_25,0,,,
mechanics/3_3,0,,,
mechanics/2_13,0,,,
mechanics/1_7,0,,,
mechanics/1_34,0,,,
mechanics/1_33,0,,,
mechanics/2_14,0,,,
mechanics/1_58,0,,,
mechanics/1_67,0,,,
mechanics/1_93,0,,,
mechanics/2_40,0,,,
mechanics/2_47,0,,,
mechanics/1_94,0,,,
mechanics/1_60,0,,,
mechanics/1_69,0,,,
mechanics/1_56,0,,,
mechanics/2_49,0,,,
mechanics/1_51,0,,,
mechanics/2_15,0,,,
mechanics/1_1,0,,,
mechanics/1_32,0,,,
mechanics/1_6,0,,,
mechanics/1_35,0,,,
mechanics/2_12,0,,,
mechanics/3_2,0,,,
mechanics/2_24,0,,,
mechanics/2_23,0,,,
mechanics/3_5,0,,,
mechanics/1_8,0,,,
mechanics/2_48,0,,,
mechanics/1_50,0,,,
mechanics/1_68,0,,,
mechanics/1_57,0,,,
mechanics/1_61,0,,,
mechanics/2_46,0,,,
mechanics/1_95,0,,,
mechanics/1_59,0,,,
mechanics/1_92,0,,,
mechanics/2_41,0,,,
mechanics/1_66,0,,,
mechanics/3_15,0,,,
mechanics/3_12,0,,,
mechanics/3_24,0,,,
mechanics/3_23,0,,,
mechanics/3_48,0,,,
mechanics/3_46,0,,,
mechanics/3_41,0,,,
mechanics/3_22,0,,,
mechanics/3_25,0,,,
mechanics/3_13,0,,,
mechanics/3_14,0,,,
mechanics/3_40,0,,,
mechanics/3_47,0,,,
mechanics/3_49,0,,,
mechanics/2_9,0,,,
mechanics/3_36,0,,,
mechanics/3_31,0,,,
mechanics/3_38,0,,,
mechanics/2_7,0,,,
mechanics/2_1,0,,,
mechanics/3_39,0,,,
mechanics/2_6,0,,,
mechanics/3_30,0,,,
mechanics/2_8,0,,,
mechanics/3_37,0,,,
mechanics/1_44,0,,,
mechanics/1_43,0,,,
mechanics/1_88,0,,,
mechanics/1_75,0,,,
mechanics/1_81,0,,,
mechanics/1_86,0,,,
mechanics/1_72,0,,,
mechanics/1_19,0,,,
mechanics/1_26,0,,,
mechanics/2_39,0,,,
mechanics/1_21,0,,,
mechanics/1_28,0,,,
mechanics/1_17,0,,,
mechanics/2_30,0,,,
mechanics/2_37,0,,,
mechanics/1_10,0,,,
mechanics/1_73,0,,,
mechanics/1_87,0,,,
mechanics/1_80,0,,,
mechanics/1_74,0,,,
mechanics/1_42,0,,,
mechanics/1_89,0,,,
mechanics/1_45,0,,,
mechanics/1_11,0,,,
mechanics/2_36,0,,,
mechanics/1_29,0,,,
mechanics/2_31,0,,,
mechanics/1_16,0,,,
mechanics/2_38,0,,,
mechanics/1_20,0,,,
mechanics/1_18,0,,,
mechanics/1_27,0,,,
mechanics/2_44,0,,,
mechanics/1_97,0,,,
mechanics/1_63,0,,,
mechanics/1_64,0,,,
mechanics/1_90,0,,,
mechanics/2_43,0,,,
mechanics/1_99,0,,,
mechanics/1_52,0,,,
mechanics/1_55,0,,,
mechanics/2_26,0,,,
mechanics/2_19,0,,,
mechanics/3_7,0,,,
mechanics/2_21,0,,,
mechanics/1_39,0,,,
mechanics/1_3,0,,,
mechanics/1_30,0,,,
mechanics/2_17,0,,,
mechanics/2_28,0,,,
mechanics/2_10,0,,,
mechanics/1_4,0,,,
mechanics/1_37,0,,,
mechanics/3_9,0,,,
mechanics/1_54,0,,,
mechanics/1_98,0,,,
mechanics/1_53,0,,,
mechanics/1_91,0,,,
mechanics/2_42,0,,,
mechanics/1_65,0,,,
mechanics/1_62,0,,,
mechanics/2_45,0,,,
mechanics/1_96,0,,,
mechanics/1_5,0,,,
mechanics/1_36,0,,,
mechanics/2_11,0,,,
mechanics/3_8,0,,,
mechanics/2_16,0,,,
mechanics/1_2,0,,,
mechanics/1_31,0,,,
mechanics/2_29,0,,,
mechanics/2_20,0,,,
mechanics/3_6,0,,,
mechanics/1_38,0,,,
mechanics/3_1,0,,,
mechanics/2_27,0,,,
mechanics/2_18,0,,,
mechanics/3_42,0,,,
mechanics/3_45,0,,,
mechanics/3_11,0,,,
mechanics/3_16,0,,,
mechanics/3_29,0,,,
mechanics/3_20,0,,,
mechanics/3_27,0,,,
mechanics/3_18,0,,,
mechanics/3_44,0,,,
mechanics/3_43,0,,,
mechanics/3_26,0,,,
mechanics/3_19,0,,,
mechanics/3_21,0,,,
mechanics/3_17,0,,,
mechanics/3_28,0,,,
mechanics/3_10,0,,,
mechanics/3_32,0,,,
mechanics/3_35,0,,,
mechanics/2_3,0,,,
mechanics/2_4,0,,,
mechanics/3_50,0,,,
mechanics/2_5,0,,,
mechanics/2_2,0,,,
mechanics/3_34,0,,,
mechanics/3_33,0,,,
mechanics/1_22,0,,,
mechanics/1_25,0,,,
mechanics/2_34,0,,,
mechanics/1_13,0,,,
mechanics/1_14,0,,,
mechanics/2_33,0,,,
mechanics/1_40,0,,,
mechanics/1_47,0,,,
mechanics/1_78,0,,,
mechanics/1_85,0,,,
mechanics/1_71,0,,,
mechanics/1_76,0,,,
mechanics/1_82,0,,,
mechanics/1_49,0,,,
mechanics/2_32,0,,,
mechanics/1_15,0,,,
mechanics/1_12,0,,,
mechanics/2_35,0,,,
mechanics/1_24,0,,,
mechanics/1_23,0,,,
mechanics/2_50,0,,,
mechanics/1_83,0,,,
mechanics/1_77,0,,,
mechanics/1_100,0,,,
mechanics/1_48,0,,,
mechanics/1_70,0,,,
mechanics/1_84,0,,,
mechanics/1_46,0,,,
mechanics/1_79,0,,,
mechanics/1_41,0,,,
Classical Mechanics/2-1,0,,,
Classical Mechanics/2-16,0,,,
Classical Mechanics/2-11,0,,,
Classical Mechanics/2-6,0,,,
Classical Mechanics/2-18,0,,,
Classical Mechanics/2-20,0,,,
Classical Mechanics/2-8,0,,,
Classical Mechanics/2-21,0,,,
Classical Mechanics/2-9,0,,,
Classical Mechanics/2-19,0,,,
Classical Mechanics/2-7,0,,,
Classical Mechanics/2-10,0,,,
Classical Mechanics/2-17,0,,,
Classical Mechanics/2-12,0,,,
Classical Mechanics/2-5,0,,,
Classical Mechanics/2-2,0,,,
Classical Mechanics/2-15,0,,,
Classical Mechanics/2-14,0,,,
Classical Mechanics/2-3,0,,,
Classical Mechanics/2-4,0,,,
Classical Mechanics/2-13,0,,,
